task_name,avg_code_length,min_code_length,max_code_length,total_implementations,task_url,languages
Solve The No Connection Puzzle,53,9,474,39,https://swam-dataset.org/tasks/solve_the_no_connection_puzzle,"11l,Ada,Apl,Armassembly,Autohotkey,C,C++,Chapel,D,Elixir,Factor,Fortran,Go,Groovy,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,M2000interpreter,M4,Nim,Perl,Phix,Picat,Prolog,Python,Racket,Raku,Red,Rexx,Ruby,Scala,Tcl,Wren,Xpl0,Zkl"
Sort A List Of Object Identifiers,28,8,96,43,https://swam-dataset.org/tasks/sort_a_list_of_object_identifiers,"11l,Action!,Ada,Applescript,Autohotkey,Awk,C,C#,C++,Clojure,Commonlisp,Elixir,Factor,Fōrmulæ,Go,Haskell,J,Java,Jq,Julia,Kotlin,Lua,M2000interpreter,Nim,Perl,Phix,Phixmonti,Picolisp,Prolog,Python,Racket,Raku,Rexx,Ring,Ruby,Rust,Sather,Sidef,Swift,Tcl,Vbscript,Wren,Zkl"
Sort An Array Of Composite Structures,24,1,218,85,https://swam-dataset.org/tasks/sort_an_array_of_composite_structures,"11l,Aarch64assembly,Acl2,Action!,Ada,Algol68,Applescript,Armassembly,Autohotkey,Awk,Babel,Bbcbasic,Bracmat,C,C#,C++,Clojure,Commonlisp,D,Delphi,E,Echolisp,Elena,Elixir,Erlang,Euphoria,F#,Factor,Fantom,Fortran,Freebasic,Frink,Fōrmulæ,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lambdatalk,Libertybasic,Lua,M2000interpreter,Maxscript,Netrexx,Nim,OCaml,Objeck,Objective-c,Oforth,Ol,Oorexx,Oz,Pascal,Perl,Phix,Phixmonti,Picolisp,Powershell,Purebasic,Python,R,Racket,Raku,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Seed7,Sidef,Simula,Sql,Swift,Tcl,Unixshell,Ursala,Wren,Xpl0,Zkl"
Sort An Integer Array,8,1,121,147,https://swam-dataset.org/tasks/sort_an_integer_array,"11l,4d,8th,Aarch64assembly,Action!,Actionscript,Ada,Algol68,Algolw,Apl,Applescript,Armassembly,Arturo,Autohotkey,Awk,Axe,Babel,Bacon,Bbcbasic,Beads,Befunge,Bracmat,Burlesque,C,C#,C++,Clean,Clojure,Cobol,Commonlisp,Crystal,D,Delphi,Dwscript,Déjàvu,E,Egl,Elena,Elixir,Erlang,Euphoria,F#,Factor,Fantom,Forth,Fortran,Freebasic,Frink,Funl,Fōrmulæ,Gambas,Gap,Go,Golfscript,Groovy,Haskell,Hicest,Huginn,Iconandunicon,Idl,Inform7,Io,J,Java,JavaScript,Jinja,Jq,Julia,K,Kotlin,Lambdatalk,Lasso,Libertybasic,Lingo,Livecode,Lua,MATLAB,Maple,Maxima,Maxscript,Mercury,Min,Modula-3,Mumps,Nanoquery,Neko,Nemerle,Netrexx,Nial,Nim,Niue,OCaml,Objeck,Objective-c,Octave,Oforth,Oorexx,Order,Oz,PHP,Peloton,Perl,Phix,Phixmonti,Picolisp,Pop11,Potion,Powerbasic,Powershell,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Rascal,Raven,Rebol,Red,Rexx,Ring,Ruby,Rust,Sather,Scala,Scheme,Seed7,Sidef,Sparkling,Standardml,Stata,Swift,Tcl,Ti-83basic,Toka,Unixshell,Ursa,Ursala,Wdte,Wortel,Wren,Xpl0,Yabasic,Yorick,Zkl,Zoea"
Sort An Outline At Every Level,135,53,320,10,https://swam-dataset.org/tasks/sort_an_outline_at_every_level,"Autohotkey,Go,Haskell,Julia,Nim,Perl,Phix,Python,Raku,Wren"
Sort Disjoint Sublist,20,2,173,75,https://swam-dataset.org/tasks/sort_disjoint_sublist,"11l,Action!,Ada,Algolw,Apl,Applescript,Arturo,Autohotkey,Bbcbasic,Bracmat,C,C#,C++,Clojure,Commonlisp,D,Echolisp,Elena,Elixir,Erlang,Erre,Euphoria,F#,Factor,Fortran,Freebasic,Go,Groovy,Haskell,Iconandunicon,Io,J,Java,JavaScript,Jq,Julia,K,Kotlin,Ksh,Lua,Maple,Netrexx,Nial,Nim,OCaml,Objective-c,Oorexx,Order,Pascal,Perl,Phix,Picolisp,Powershell,Prolog,Purebasic,Python,R,Racket,Raku,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scheme,Sidef,Standardml,Swift,Tcl,Tuscript,Ursala,Wren,Xpl0,Zkl"
Sort Numbers Lexicographically,14,1,51,54,https://swam-dataset.org/tasks/sort_numbers_lexicographically,"11l,Action!,Ada,Apl,Applescript,Arturo,Autohotkey,Awk,Bacon,Bbcbasic,C,C#,C++,Clojure,Cobol,Commonlisp,Factor,Freebasic,Fōrmulæ,Go,Haskell,Isabelle,J,Java,Jq,Julia,Kotlin,Ksh,Lambdatalk,Lua,M2000interpreter,Microsoftsmallbasic,Mumps,Nim,Perl,Phix,Picolisp,Prolog,Purebasic,Python,Quackery,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Sidef,Swift,Tcl,Vba,Wren,Zkl"
Sort Stability,20,1,226,65,https://swam-dataset.org/tasks/sort_stability,"11l,Aarch64assembly,Ada,Applescript,Autohotkey,Awk,Bbcbasic,C,C#,C++,Clojure,Cobol,Commonlisp,D,Déjàvu,Elixir,Erlang,F#,Factor,Fortran,Freebasic,Gap,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lasso,Libertybasic,Lua,M2000interpreter,MATLAB,Netrexx,Nim,OCaml,Oorexx,Oz,PHP,Pascal,Perl,Phix,Picolisp,Purebasic,Python,Quackery,R,Racket,Raku,Rebol,Rexx,Ring,Ruby,Rust,Scala,Sidef,Stata,Tcl,Txr,Wren,Zkl"
Sort Three Variables,24,1,147,73,https://swam-dataset.org/tasks/sort_three_variables,"11l,8086assembly,Ada,Aime,Algol68,Apl,Applescript,Arturo,Autohotkey,Bcpl,C,C#,C++,Clu,Cobol,Cowgol,D,Elena,Elixir,F#,Factor,False,Forth,Fortran,Freebasic,Freepascal,Fōrmulæ,Go,Haskell,Is-basic,J,Java,JavaScript,Jq,Jsish,Julia,Kotlin,Ksh,Littlemancomputer,Lua,M2000interpreter,Maple,Min,Modula-2,Nanoquery,Nim,OCaml,PHP,Pascal,Perl,Phix,Picolisp,Plainenglish,Purebasic,Python,Quackery,R,Racket,Raku,Red,Rexx,Ring,Ruby,Rust,Scala,Seed7,Sensetalk,Sidef,Swift,Tcl,Visualbasic.net,Wren,Zkl"
Sort Using A Custom Comparator,20,2,279,93,https://swam-dataset.org/tasks/sort_using_a_custom_comparator,"11l,Aarch64assembly,Action!,Ada,Algol68,Applescript,Autohotkey,Awk,Babel,Burlesque,C,C#,C++,Ceylon,Clean,Clojure,Commonlisp,D,Delphi,E,Egl,Elena,Elixir,Erlang,Euphoria,F#,Factor,Fantom,Fortran,Freebasic,Frink,Funl,Fōrmulæ,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,M2000interpreter,Maple,Maxima,Maxscript,Min,Nemerle,Netrexx,Nial,Nim,OCaml,Objeck,Objective-c,Oforth,Ol,Oorexx,Oxygenbasic,Oz,PHP,Pascal,Perl,Phix,Picolisp,Pop11,Powerbasic,Powershell,Prolog,Python,Quackery,R,Racket,Raku,Rexx,Ring,Ruby,Rust,Sather,Scala,Scheme,Sidef,Slate,Smalltalk,Standardml,Swift,Tcl,Tuscript,Ursala,Visualbasic.net,Wren,Zkl"
Sorting Algorithmsbead Sort,33,1,181,57,https://swam-dataset.org/tasks/sorting_algorithmsbead_sort,"11l,360assembly,Aarch64assembly,Armassembly,Arturo,Autohotkey,Bcpl,C,C++,Clojure,Cobol,Commonlisp,D,Delphi,Eiffel,Elixir,Erlang,F#,Factor,Fortran,Freebasic,Go,Groovy,Haskell,Iconandunicon,J,Java,Jq,Julia,Kotlin,Lua,Netrexx,Nim,OCaml,Octave,Oorexx,PHP,Pascal,Perl,Phix,Picolisp,Powershell,Purebasic,Python,Qb64,Racket,Raku,Rexx,Ruby,Seed7,Sidef,Standardml,Tcl,Vba,Wren,Xpl0,Zkl"
Sorting Algorithmsbogosort,25,1,177,88,https://swam-dataset.org/tasks/sorting_algorithmsbogosort,"11l,Aarch64assembly,Action!,Actionscript,Ada,Algol68,Armassembly,Arturo,Autohotkey,Awk,Bbcbasic,Brat,C,C#,C++,Clojure,Cobol,Commonlisp,Crystal,D,Delphi,E,Eiffel,Elena,Elixir,Euphoria,Factor,Fantom,Fortran,Freebasic,Gambas,Go,Groovy,Haskell,Iconandunicon,Inform6,Io,J,Java,JavaScript,Julia,Kotlin,Lua,M4,Maple,Maxscript,Modula-3,Nanoquery,Nemerle,Netrexx,Nim,OCaml,Oberon-2,Oz,PHP,Pascal,Perl,Phix,Picolisp,Powershell,Prolog,Purebasic,Python,Qi,Quackery,R,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Scheme,Sidef,Smalltalk,Snobol4,Swift,Tcl,Ti-83basic,Ursala,Vba,Vbscript,Vlang,Wren,Xpl0,Yabasic,Zkl"
Sorting Algorithmsbubble Sort,24,1,136,150,https://swam-dataset.org/tasks/sorting_algorithmsbubble_sort,"11l,360assembly,6502assembly,Aarch64assembly,Acl2,Action!,Actionscript,Ada,Algol60,Algol68,Algolw,Applescript,Arendelle,Armassembly,Arturo,Autohotkey,Awk,Bash,Basic,Bcpl,C,C#,C++,Clojure,Clu,Cmake,Cobol,Commonlisp,Cowgol,D,Dart,Delphi,Draco,Dyalect,E,Echolisp,Edsacordercode,Eiffel,Elena,Elixir,Erlang,Erre,Euphoria,Ezhil,F#,Factor,Fish,Forth,Fortran,Freebasic,G-fu,Gambas,Go,Groovy,Haskell,Haxe,Hicest,Iconandunicon,Io,J,Janet,Java,JavaScript,Jq,Julia,Kotlin,Lambdatalk,Libertybasic,Lisaac,Lua,Lucid,M2000interpreter,M4,MATLAB,Maple,Maxscript,Mmix,Modula-2,Modula-3,Nanoquery,Nemerle,Netrexx,Nim,OCaml,Objeck,Objective-c,Octave,Ol,Oorexx,Oz,PHP,Pascal,Perl,Phix,Picolisp,Pop11,Postscript,Powershell,Prolog,Purebasic,Python,Qi,Quackery,R,Ra,Racket,Raku,Realbasic,Rexx,Ring,Ruby,Runbasic,Rust,Sather,Scala,Scheme,Scilab,Scratch,Seed7,Shen,Sidef,Simula,Smalltalk,Snobol4,Spark,Standardml,Stata,Swift,Symsyn,Tailspin,Tcl,Ti-83basic,Toka,Torquescript,Unicon,Unixpipes,Ursala,Vala,Vba,Vbscript,Visualbasic.net,Vlang,Wren,X86assembly,Xojo,Xpl0,Yabasic,Yorick,Zkl,Zxspectrumbasic"
Sorting Algorithmscircle Sort,41,3,162,43,https://swam-dataset.org/tasks/sorting_algorithmscircle_sort,"11l,Aarch64assembly,Action!,Armassembly,Autohotkey,C,C#,C++,Coffeescript,D,Delphi,Elixir,Forth,Fortran,Freebasic,Go,Haskell,J,Java,Jq,Julia,Kotlin,Lua,Nim,Objeck,Pascal,Perl,Phix,Python,Quackery,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Sidef,Swift,Vlang,Wren,Zkl,Zxspectrumbasic"
Sorting Algorithmscocktail Sort,32,1,137,91,https://swam-dataset.org/tasks/sorting_algorithmscocktail_sort,"11l,360assembly,6502assembly,Aarch64assembly,Action!,Actionscript,Ada,Algol60,Algol68,Algolw,Armassembly,Arturo,Autohotkey,Awk,Bbcbasic,C,C#,C++,Cobol,Commonlisp,D,Delphi,E,Eiffel,Elena,Elixir,Euphoria,Factor,Forth,Fortran,Freebasic,Gambas,Go,Groovy,Haskell,Haxe,Iconandunicon,Io,Is-basic,J,Java,JavaScript,Jq,Julia,Kotlin,Ksh,Lua,M2000interpreter,Maple,Maxscript,Netrexx,Nim,OCaml,Objeck,Octave,Oorexx,Oz,PHP,Pascal,Perl,Phix,Picolisp,Powershell,Prolog,Purebasic,Python,R,Racket,Raku,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Scilab,Seed7,Sidef,Slate,Smalltalk,Swift,Tcl,Ursala,Vala,Vba,Vbscript,Vlang,Wren,Xpl0,Zkl,Zxspectrumbasic"
Sorting Algorithmscocktail Sort With Shifting Bounds,49,19,139,28,https://swam-dataset.org/tasks/sorting_algorithmscocktail_sort_with_shifting_bounds,"11l,360assembly,Aarch64assembly,Action!,Algol60,Armassembly,Arturo,Autohotkey,C,C++,Freebasic,Go,Groovy,Java,Julia,Kotlin,Nim,Perl,Phix,Python,Raku,Rexx,Rust,Swift,Vba,Vbscript,Visualbasic.net,Wren"
Sorting Algorithmscomb Sort,31,10,131,75,https://swam-dataset.org/tasks/sorting_algorithmscomb_sort,"11l,360assembly,Aarch64assembly,Action!,Actionscript,Ada,Algol68,Algolw,Applescript,Armassembly,Arturo,Autohotkey,Awk,Bbcbasic,C,C#,C++,Cobol,Commonlisp,D,Delphi,Eiffel,Elena,Elixir,Forth,Fortran,Freebasic,Gambas,Go,Groovy,Haskell,Haxe,Iconandunicon,Io,Is-basic,J,Java,JavaScript,Jq,Julia,Kotlin,Libertybasic,Lua,Maple,Maxscript,Netrexx,Nim,OCaml,Objeck,Oz,PHP,Pascal,Perl,Phix,Picolisp,Powershell,Purebasic,Python,R,Racket,Raku,Rexx,Ring,Ruby,Rust,Sather,Scala,Sidef,Swift,Tcl,Ti-83basic,Vba,Vlang,Wren,Zkl"
Sorting Algorithmscounting Sort,25,4,162,76,https://swam-dataset.org/tasks/sorting_algorithmscounting_sort,"11l,360assembly,Aarch64assembly,Action!,Actionscript,Ada,Algol68,Armassembly,Arturo,Autohotkey,Basic256,Bbcbasic,C,C#,C++,Commonlisp,D,Delphi,E,Eiffel,Elena,Elixir,Fortran,Freebasic,Go,Groovy,Haskell,Haxe,Iconandunicon,Io,Is-basic,J,Java,JavaScript,Jq,Julia,Kotlin,Langur,Lua,M4,Maxscript,Modula-3,Nanoquery,Netrexx,Nim,OCaml,Objeck,Octave,Oz,PHP,Pascal,Perl,Phix,Picolisp,Powershell,Purebasic,Python,Quackery,R,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Sidef,Slate,Smalltalk,Tcl,Vba,Vbscript,Vlang,Wren,Xpl0,Zkl"
Sorting Algorithmsgnome Sort,25,1,121,95,https://swam-dataset.org/tasks/sorting_algorithmsgnome_sort,"11l,360assembly,Aarch64assembly,Action!,Actionscript,Ada,Algol68,Armassembly,Arturo,Autohotkey,Awk,Basic,Batchfile,Bbcbasic,Bcpl,C,C#,C++,Clojure,Cobol,Commonlisp,D,Delphi,Dwscript,E,Eiffel,Elena,Elixir,Erlang,Euphoria,F#,Factor,Fantom,Forth,Fortran,Freebasic,Gambas,Go,Groovy,Haskell,Haxe,Iconandunicon,Io,Is-basic,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Maple,Maxscript,Metafont,Netrexx,Nim,OCaml,Objeck,Octave,Oorexx,Oz,PHP,Pascal,Perl,Phix,Picolisp,Powerbasic,Powershell,Purebasic,Python,Quackery,R,Racket,Raku,Rascal,Rexx,Ring,Ruby,Rust,Scala,Scheme,Sidef,Smalltalk,Snobol4,Swift,Tcl,Ti-83basic,Truebasic,Ursala,Vba,Vbscript,Vlang,Wren,Xpl0,Zkl"
Sorting Algorithmsheapsort,42,1,209,88,https://swam-dataset.org/tasks/sorting_algorithmsheapsort,"11l,360assembly,Aarch64assembly,Actionscript,Ada,Algol68,Applescript,Armassembly,Arturo,Autohotkey,Bbcbasic,Bcpl,C,C#,C++,Clojure,Clu,Cobol,Coffeescript,Commonlisp,D,Dart,Delphi,Draco,E,Easylang,Echolisp,Eiffel,Elixir,F#,Forth,Fortran,Freebasic,Funl,Go,Groovy,Haskell,Haxe,Iconandunicon,J,Janet,Java,JavaScript,Jq,Julia,Kotlin,Libertybasic,Lobster,Lotusscript,M4,Maple,Maxscript,Mercury,Netrexx,Nim,OCaml,Objeck,Oz,Pascal,Perl,Phix,Picat,Picolisp,Powershell,Purebasic,Python,Quackery,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Scheme,Seed7,Sequencel,Sidef,Standardml,Stata,Swift,Tcl,Ti-83basic,Truebasic,Vala,Vba,Wren,Zkl"
Sorting Algorithmsinsertion Sort,20,1,163,119,https://swam-dataset.org/tasks/sorting_algorithmsinsertion_sort,"11l,360assembly,Aarch64assembly,Acl2,Action!,Actionscript,Ada,Algol68,Algolw,Applescript,Armassembly,Arturo,Autohotkey,Awk,B4x,Bash,Basic,Bcpl,C,C#,C++,Clojure,Clu,Cmake,Cobol,Commonlisp,D,Dart,Delphi,E,Easylang,Eiffel,Elena,Elixir,Emacslisp,Erlang,Erre,Euphoria,F#,Factor,Forth,Fortran,Freebasic,Gap,Go,Groovy,Haskell,Haxe,Hicest,Iconandunicon,Io,Isabelle,J,Java,JavaScript,Jq,Julia,Kotlin,Ksh,Lambdatalk,Libertybasic,Lua,Maple,Maxima,Maxscript,Ml,Modula-3,Nanoquery,Nemerle,Netrexx,Nim,OCaml,Objeck,Oforth,Oorexx,Oz,PHP,Pascal,Perl,Phix,Picolisp,Powershell,Prolog,Purebasic,Python,Qi,Quackery,R,Racket,Raku,Rascal,Realbasic,Rebol,Rexx,Ring,Ruby,Runbasic,Rust,Sasl,Scala,Scheme,Seed7,Sidef,Snobol4,Stata,Swift,Tcl,Ti-83basic,Unixpipes,Ursala,Vala,Vba,Vbscript,Vlang,Wren,Xpl0,Yabasic,Yorick,Zkl"
Sorting Algorithmsmerge Sort,39,2,197,107,https://swam-dataset.org/tasks/sorting_algorithmsmerge_sort,"11l,360assembly,Aarch64assembly,Acl2,Action!,Actionscript,Ada,Algol68,Applescript,Armassembly,Astro,Ats,Autohotkey,Autohotkey_l,Bbcbasic,Bcpl,C,C#,C++,Clojure,Cobol,Coffeescript,Commonlisp,Crystal,Curry,D,Dart,Delphi,E,Easylang,Eiffel,Elixir,Erlang,Erre,Euphoria,F#,Factor,Forth,Fortran,Freebasic,Funl,Go,Groovy,Haskell,Iconandunicon,Io,Isabelle,J,Java,JavaScript,Jq,Julia,Kotlin,Lambdatalk,Libertybasic,Logo,Logtalk,Lua,Lucid,M2000interpreter,MATLAB,Maple,Maxima,Maxscript,Mercury,Modula-2,Nemerle,Netrexx,Nim,OCaml,Oz,PHP,Pascal,Perl,Phix,Picat,Picolisp,Powershell,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Rebol,Rexx,Ruby,Rust,Scala,Scheme,Seed7,Sidef,Standardml,Swift,Tailspin,Tcl,Unison,Unixpipes,Ursala,V,Vlang,Wren,Xpl0,Yabasic,Zed,Zkl"
Sorting Algorithmspancake Sort,35,4,166,66,https://swam-dataset.org/tasks/sorting_algorithmspancake_sort,"11l,Aarch64assembly,Action!,Ada,Algol68,Applescript,Armassembly,Arturo,Autohotkey,Basic,Batchfile,Bbcbasic,C,C#,C++,Clojure,Commonlisp,D,Eiffel,Elena,Elixir,Euphoria,F#,Fortran,Freebasic,Go,Groovy,Haskell,Haxe,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Maple,Maxscript,Netrexx,Nim,OCaml,Pascal,Perl,Phix,Picat,Picolisp,Powershell,Purebasic,Python,Quackery,Racket,Raku,Rexx,Ring,Ruby,Rust,Sidef,Swift,Tailspin,Tcl,Transd,Unixshell,Vba,Wren,Zkl"
Sorting Algorithmspatience Sort,81,1,575,45,https://swam-dataset.org/tasks/sorting_algorithmspatience_sort,"11l,Aarch64assembly,Ada,Applescript,Armassembly,Ats,Autohotkey,C,C++,Clojure,D,Elixir,Fortran,Go,Haskell,Icon,J,Java,JavaScript,Jq,Julia,Kotlin,Mercury,Modula-2,Nim,OCaml,PHP,Pascal,Perl,Phix,Picolisp,Prolog,Python,Quackery,Racket,Raku,Rexx,Ruby,Scala,Scheme,Sidef,Standardml,Tcl,Wren,Zkl"
Sorting Algorithmspermutation Sort,27,1,190,56,https://swam-dataset.org/tasks/sorting_algorithmspermutation_sort,"11l,Aarch64assembly,Actionscript,Armassembly,Arturo,Autohotkey,Bbcbasic,C,C#,C++,Clojure,Coffeescript,Commonlisp,Crystal,D,E,Echolisp,Elixir,Factor,Freebasic,Go,Groovy,Haskell,Iconandunicon,J,Java,Jq,Julia,Kotlin,Lua,Maple,Maxscript,Netrexx,Nim,OCaml,PHP,Perl,Phix,Picolisp,Powershell,Prolog,Purebasic,Python,Quackery,R,Racket,Raku,Rexx,Ring,Ruby,Scheme,Sidef,Tcl,Ursala,Wren,Zkl"
Sorting Algorithmsquicksort,28,1,178,145,https://swam-dataset.org/tasks/sorting_algorithmsquicksort,"11l,360assembly,Aarch64assembly,Abap,Acl2,Action!,Actionscript,Ada,Algol68,Algolw,Apl,Applescript,Arc,Armassembly,Arturo,Ats,Autohotkey,Awk,Basic,Bcpl,Beads,Bracmat,C,C#,C++,Clojure,Cobol,Coffeescript,Commonlisp,Cowgol,Crystal,Curry,D,Dart,E,Easylang,Echolisp,Eero,Eiffel,Elena,Elixir,Emacslisp,Erlang,Erre,F#,Factor,Fexl,Forth,Fortran,Freebasic,Funl,Go,Haskell,Iconandunicon,Idl,Idris,Io,Isabelle,J,Java,JavaScript,Joy,Jq,Julia,K,Koka,Kotlin,Lambdatalk,Lobster,Logo,Logtalk,Lua,Lucid,M2000interpreter,M4,MATLAB,Maclisp,Maple,Maxscript,Mercury,Modula-2,Modula-3,Mond,Mumps,Nanoquery,Nemerle,Netrexx,Nial,Nim,Nix,OCaml,Objeck,Objective-c,Octave,Oforth,Ol,Oorexx,Oz,PHP,Pascal,Perl,Phix,Picat,Picolisp,Powershell,Prolog,Purebasic,Python,Qi,Quackery,R,Racket,Raku,Red,Rexx,Ring,Ruby,Runbasic,Rust,Sasl,Sather,Scala,Scheme,Seed7,Setl,Sidef,Simula,Standardml,Swift,Symsyn,Tailspin,Tcl,TypeScript,Unixpipes,Ursala,V,Vba,Vbscript,Visualbasic,Vlang,Wart,Wren,Xpl0,Z80assembly,Zkl"
Sorting Algorithmsradix Sort,55,11,401,48,https://swam-dataset.org/tasks/sorting_algorithmsradix_sort,"11l,Aarch64assembly,Ada,Algol68,Armassembly,Arturo,Ats,Autohotkey,B4x,Bbcbasic,C,C#,C++,D,Easylang,Eiffel,Elixir,Fortran,Go,Groovy,Haskell,Iconandunicon,J,Java,Jq,Julia,Kotlin,Netrexx,Nim,Perl,Phix,Picolisp,Purebasic,Python,Qb64,Quackery,Racket,Raku,Rexx,Ruby,Rust,Scala,Scheme,Sidef,Tailspin,Tcl,Wren,Zkl"
Sorting Algorithmsselection Sort,22,1,167,100,https://swam-dataset.org/tasks/sorting_algorithmsselection_sort,"11l,360assembly,Aarch64assembly,Action!,Actionscript,Ada,Algol68,Applescript,Armassembly,Arturo,Autohotkey,Awk,Basic,Bbcbasic,Bcpl,C,C#,C++,Clojure,Cobol,Commonlisp,Crystal,D,Dart,Delphi,E,Easylang,Echolisp,Eiffel,Elena,Elixir,Erlang,Euphoria,F#,Factor,Forth,Fortran,Freebasic,Gambas,Gap,Go,Haskell,Haxe,Iconandunicon,Io,Is-basic,J,Java,JavaScript,Jq,Julia,Kotlin,Libertybasic,Lse,Lua,Maple,Maxima,Maxscript,Nanoquery,Nemerle,Netrexx,Nim,OCaml,Oforth,Oorexx,Oz,PHP,Pascal,Perl,Phix,Picolisp,Powershell,Prolog,Purebasic,Python,Qi,Quackery,R,Ra,Racket,Raku,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Seed7,Sidef,Standardml,Stata,Swift,Tcl,Ti-83basic,Ursala,Vba,Vbscript,Wren,Xpl0,Zkl"
Sorting Algorithmsshell Sort,29,4,168,79,https://swam-dataset.org/tasks/sorting_algorithmsshell_sort,"11l,360assembly,Aarch64assembly,Action!,Actionscript,Ada,Algol68,Applescript,Armassembly,Arturo,Autohotkey,Awk,Bbcbasic,Bcpl,C,C#,C++,Cobol,Commonlisp,D,Dart,Delphi,E,Eiffel,Elixir,Euphoria,Forth,Fortran,Freebasic,Go,Haskell,Haxe,Iconandunicon,Io,Is-basic,J,Java,JavaScript,Jq,Julia,Kotlin,Libertybasic,Lisaac,Lua,M2000interpreter,Maple,Netrexx,Nim,OCaml,Objeck,Oorexx,PHP,Pascal,Perl,Phix,Picat,Picolisp,Powershell,Purebasic,Python,Racket,Raku,Rexx,Ring,Ruby,Runbasic,Rust,Scala,Seed7,Sidef,Swift,Tcl,Visualbasic,Vlang,Whitespace,Wren,Xpl0,Yabasic,Zkl"
Sorting Algorithmssleep Sort,16,1,90,63,https://swam-dataset.org/tasks/sorting_algorithmssleep_sort,"Ada,Apl,Autohotkey,Bash,Bbcbasic,Brainf***,C,C#,C++,Clojure,Coffeescript,Commonlisp,D,Dart,Delphi,Elena,Elixir,Emacslisp,Erlang,Euphoria,F#,Factor,Fortran,Freebasic,Go,Groovy,Haskell,Iconandunicon,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Netrexx,Nim,Objeck,Objective-c,Oforth,Ol,Pascal,Perl,Phix,Picolisp,Pike,Prolog,Purebasic,Python,Racket,Raku,Rexx,Ruby,Rust,Scala,Sidef,Simula,Snusp,Swift,Tcl,Unixshell,Wren,Zkl"
Sorting Algorithmsstooge Sort,22,9,69,67,https://swam-dataset.org/tasks/sorting_algorithmsstooge_sort,"11l,Action!,Ada,Algol68,Autohotkey,Basic,Bbcbasic,Bcpl,C,C#,C++,Clojure,Cobol,Commonlisp,D,Eiffel,Elena,Elixir,Euphoria,Factor,Fortran,Freebasic,Go,Haskell,Iconandunicon,Is-basic,J,Java,JavaScript,Jq,Julia,Kotlin,Lua,Maple,Maxscript,Netrexx,Nim,OCaml,Objeck,Oorexx,Oz,PHP,Pascal,Perl,Phix,Picolisp,Powerbasic,Powershell,Purebasic,Python,Quackery,R,Racket,Raku,Rexx,Ring,Ruby,Rust,Scala,Sidef,Smalltalk,Swift,Tcl,Wren,Xpl0,Yorick,Zkl"
Sorting Algorithmsstrand Sort,32,1,83,38,https://swam-dataset.org/tasks/sorting_algorithmsstrand_sort,"11l,Autohotkey,C,C++,Clojure,Cmake,Commonlisp,D,Elixir,Euphoria,Go,Haskell,J,Java,Jq,Julia,Kotlin,Maxscript,Netrexx,Nim,OCaml,PHP,Pascal,Perl,Phix,Picolisp,Purebasic,Python,Racket,Raku,Rexx,Ring,Ruby,Sidef,Tcl,Ursala,Wren,Zkl"
Soundex,39,1,123,78,https://swam-dataset.org/tasks/soundex,"11l,360assembly,Ada,Algol68,Ansistandardbasic,Arturo,Autohotkey,Awk,Bbcbasic,Befunge,Bqn,C,C#,C++,Cachéobjectscript,Clojure,Clu,Cobol,Commonlisp,Crystal,D,Delphi,Elixir,Erlang,F#,Factor,Forth,Freebasic,Futurebasic,Go,Groovy,Haskell,Iconandunicon,Is-basic,J,Java,JavaScript,Julia,Kotlin,Lua,Mumps,Netrexx,Nim,OCaml,Objeck,PHP,Pascal,Perl,Phix,Picat,Picolisp,Powershell,Prolog,Purebasic,Python,Racket,Raku,Rexx,Ring,Ruby,Runbasic,Scala,Scheme,Sensetalk,Sidef,Smalltalk,Snobol4,Standardml,Stata,Tcl,Tmg,Tsesal,Tuscript,Txr,Unixshell,Vbscript,Wren,Xpl0"
Sparkline In Unicode,31,1,279,47,https://swam-dataset.org/tasks/sparkline_in_unicode,"Apl,Applescript,Arturo,Autohotkey,C,C++,Clojure,Commonlisp,D,Delphi,Elixir,F#,Factor,False,Go,Groovy,Haskell,J,Java,JavaScript,Jq,Julia,Kotlin,Livecode,M2000interpreter,Netrexx,Nim,OCaml,Perl,Phix,Picolisp,Python,R,Racket,Raku,Rexx,Ruby,Rust,S-lang,Scala,Seed7,Sensetalk,Sidef,Tcl,Wren,Zkl,Zoea"
